"county","state","party","liczba_weteranów","liczba_gł_republikanie","liczba_gł_demokraci"
Manassas Park,Virginia,Republican,"0 - 1 tyś",616921,341281
Baca,Colorado,Democrat,"0 - 1 tyś",616921,341281
Webster,Georgia,Republican,"0 - 1 tyś",616921,341281
Jasper,Georgia,Republican,"0 - 1 tyś",616921,341281
King,Texas,Republican,"0 - 1 tyś",616921,341281
Howard,Arkansas,Republican,"0 - 1 tyś",616921,341281
Dundy,Nebraska,Democrat,"0 - 1 tyś",616921,341281
Banner,Nebraska,Democrat,"0 - 1 tyś",616921,341281
Covington,Virginia,Democrat,"0 - 1 tyś",616921,341281
Box Butte,Nebraska,Republican,"0 - 1 tyś",616921,341281
Briscoe,Texas,Democrat,"0 - 1 tyś",616921,341281
Livingston,Kentucky,Democrat,"0 - 1 tyś",616921,341281
Lincoln,Georgia,Republican,"0 - 1 tyś",616921,341281
Brooks,Texas,Republican,"0 - 1 tyś",616921,341281
Clinton,Kentucky,Democrat,"0 - 1 tyś",616921,341281
St. Helena,Louisiana,Democrat,"0 - 1 tyś",616921,341281
Crockett,Texas,Democrat,"0 - 1 tyś",616921,341281
Nicholas,Kentucky,Republican,"0 - 1 tyś",616921,341281
Custer,Colorado,Democrat,"0 - 1 tyś",616921,341281
Knox,Nebraska,Republican,"0 - 1 tyś",616921,341281
Stark,Illinois,Republican,"0 - 1 tyś",616921,341281
Graham,North Carolina,Democrat,"0 - 1 tyś",616921,341281
Jenkins,Georgia,Republican,"0 - 1 tyś",616921,341281
Calhoun,Illinois,Democrat,"0 - 1 tyś",616921,341281
Love,Oklahoma,Democrat,"0 - 1 tyś",616921,341281
Dewey,South Dakota,Republican,"0 - 1 tyś",616921,341281
Talbot,Georgia,Democrat,"0 - 1 tyś",616921,341281
Stephens,Texas,Democrat,"0 - 1 tyś",616921,341281
Bullock,Alabama,Republican,"0 - 1 tyś",616921,341281
Cottle,Texas,Democrat,"0 - 1 tyś",616921,341281
Butte,Idaho,Republican,"0 - 1 tyś",616921,341281
Audubon,Iowa,Republican,"0 - 1 tyś",616921,341281
Crawford,Indiana,Democrat,"0 - 1 tyś",616921,341281
Pulaski,Illinois,Democrat,"0 - 1 tyś",616921,341281
Reeves,Texas,Democrat,"0 - 1 tyś",616921,341281
Schuyler,Missouri,Republican,"0 - 1 tyś",616921,341281
Jack,Texas,Democrat,"0 - 1 tyś",616921,341281
Bear Lake,Idaho,Republican,"0 - 1 tyś",616921,341281
Gallatin,Kentucky,Republican,"0 - 1 tyś",616921,341281
Butte,Idaho,Democrat,"0 - 1 tyś",616921,341281
Schoolcraft,Michigan,Democrat,"0 - 1 tyś",616921,341281
Noxubee,Mississippi,Republican,"0 - 1 tyś",616921,341281
Terrell,Georgia,Republican,"0 - 1 tyś",616921,341281
Harding,South Dakota,Republican,"0 - 1 tyś",616921,341281
Edmonson,Kentucky,Republican,"0 - 1 tyś",616921,341281
Grant,Oregon,Republican,"0 - 1 tyś",616921,341281
Montgomery,Iowa,Republican,"0 - 1 tyś",616921,341281
Switzerland,Indiana,Democrat,"0 - 1 tyś",616921,341281
Big Horn,Montana,Republican,"0 - 1 tyś",616921,341281
Clay,Kentucky,Democrat,"0 - 1 tyś",616921,341281
Brewster,Texas,Democrat,"0 - 1 tyś",616921,341281
Union,New Mexico,Republican,"0 - 1 tyś",616921,341281
Wheeler,Oregon,Republican,"0 - 1 tyś",616921,341281
Loup,Nebraska,Democrat,"0 - 1 tyś",616921,341281
Lafayette,Arkansas,Republican,"0 - 1 tyś",616921,341281
Palo Alto,Iowa,Democrat,"0 - 1 tyś",616921,341281
Martin,Indiana,Democrat,"0 - 1 tyś",616921,341281
Richland,Montana,Democrat,"0 - 1 tyś",616921,341281
Somervell,Texas,Republican,"0 - 1 tyś",616921,341281
Clay,Texas,Republican,"0 - 1 tyś",616921,341281
Buffalo,South Dakota,Democrat,"0 - 1 tyś",616921,341281
Lincoln,Colorado,Democrat,"0 - 1 tyś",616921,341281
Putnam,Illinois,Republican,"0 - 1 tyś",616921,341281
Roberts,Texas,Republican,"0 - 1 tyś",616921,341281
Adams,Washington,Republican,"0 - 1 tyś",616921,341281
Jeff Davis,Georgia,Democrat,"0 - 1 tyś",616921,341281
Alfalfa,Oklahoma,Republican,"0 - 1 tyś",616921,341281
Ouray,Colorado,Democrat,"0 - 1 tyś",616921,341281
Pickett,Tennessee,Republican,"0 - 1 tyś",616921,341281
Sierra,California,Republican,"0 - 1 tyś",616921,341281
Johnson,Nebraska,Democrat,"0 - 1 tyś",616921,341281
Borden,Texas,Republican,"0 - 1 tyś",616921,341281
Collingsworth,Texas,Republican,"0 - 1 tyś",616921,341281
Dawson,Texas,Democrat,"0 - 1 tyś",616921,341281
King and Queen,Virginia,Democrat,"0 - 1 tyś",616921,341281
Edmunds,South Dakota,Democrat,"0 - 1 tyś",616921,341281
Camp,Texas,Democrat,"0 - 1 tyś",616921,341281
Todd,South Dakota,Democrat,"0 - 1 tyś",616921,341281
Maries,Missouri,Republican,"0 - 1 tyś",616921,341281
Cumberland,Kentucky,Democrat,"0 - 1 tyś",616921,341281
Prairie,Montana,Republican,"0 - 1 tyś",616921,341281
Johnston,Oklahoma,Democrat,"0 - 1 tyś",616921,341281
Ohio,Indiana,Republican,"0 - 1 tyś",616921,341281
Dawson,Montana,Republican,"0 - 1 tyś",616921,341281
Boyd,Nebraska,Republican,"0 - 1 tyś",616921,341281
Robertson,Kentucky,Democrat,"0 - 1 tyś",616921,341281
Henry,Kentucky,Republican,"0 - 1 tyś",616921,341281
Greene,Iowa,Republican,"0 - 1 tyś",616921,341281
Spink,South Dakota,Republican,"0 - 1 tyś",616921,341281
Johnson,Wyoming,Democrat,"0 - 1 tyś",616921,341281
Cottle,Texas,Republican,"0 - 1 tyś",616921,341281
Bear Lake,Idaho,Democrat,"0 - 1 tyś",616921,341281
Greer,Oklahoma,Democrat,"0 - 1 tyś",616921,341281
Knox,Texas,Republican,"0 - 1 tyś",616921,341281
Fallon,Montana,Republican,"0 - 1 tyś",616921,341281
Schoolcraft,Michigan,Republican,"0 - 1 tyś",616921,341281
Caldwell,Missouri,Republican,"0 - 1 tyś",616921,341281
Dickens,Texas,Democrat,"0 - 1 tyś",616921,341281
Holt,Missouri,Democrat,"0 - 1 tyś",616921,341281
Calhoun,Illinois,Republican,"0 - 1 tyś",616921,341281
Jackson,South Dakota,Democrat,"0 - 1 tyś",616921,341281
Perry,Tennessee,Democrat,"0 - 1 tyś",616921,341281
Amite,Mississippi,Republican,"0 - 1 tyś",616921,341281
Costilla,Colorado,Democrat,"0 - 1 tyś",616921,341281
Pulaski,Georgia,Republican,"0 - 1 tyś",616921,341281
Atchison,Missouri,Democrat,"0 - 1 tyś",616921,341281
Scott,Illinois,Democrat,"0 - 1 tyś",616921,341281
Washita,Oklahoma,Democrat,"0 - 1 tyś",616921,341281
East Carroll,Louisiana,Republican,"0 - 1 tyś",616921,341281
McCulloch,Texas,Republican,"0 - 1 tyś",616921,341281
Cleburne,Alabama,Republican,"0 - 1 tyś",616921,341281
Powell,Montana,Democrat,"0 - 1 tyś",616921,341281
Perry,Tennessee,Republican,"0 - 1 tyś",616921,341281
Thurston,Nebraska,Republican,"0 - 1 tyś",616921,341281
Hutchinson,South Dakota,Republican,"0 - 1 tyś",616921,341281
Atkinson,Georgia,Democrat,"0 - 1 tyś",616921,341281
Lafayette,Arkansas,Democrat,"0 - 1 tyś",616921,341281
Mora,New Mexico,Democrat,"0 - 1 tyś",616921,341281
Crawford,Georgia,Democrat,"0 - 1 tyś",616921,341281
Stark,Illinois,Democrat,"0 - 1 tyś",616921,341281
Stephens,Texas,Republican,"0 - 1 tyś",616921,341281
Rock,Nebraska,Republican,"0 - 1 tyś",616921,341281
Webster,West Virginia,Democrat,"0 - 1 tyś",616921,341281
Cumberland,Kentucky,Republican,"0 - 1 tyś",616921,341281
Pitkin,Colorado,Democrat,"0 - 1 tyś",616921,341281
Sierra,California,Democrat,"0 - 1 tyś",616921,341281
Forest,Wisconsin,Democrat,"0 - 1 tyś",616921,341281
Wilkinson,Mississippi,Democrat,"0 - 1 tyś",616921,341281
Hancock,Kentucky,Democrat,"0 - 1 tyś",616921,341281
Blaine,Oklahoma,Democrat,"0 - 1 tyś",616921,341281
Gentry,Missouri,Republican,"0 - 1 tyś",616921,341281
Lafayette,Florida,Democrat,"0 - 1 tyś",616921,341281
Dixon,Nebraska,Republican,"0 - 1 tyś",616921,341281
Chattahoochee,Georgia,Democrat,"0 - 1 tyś",616921,341281
Adams,Washington,Democrat,"0 - 1 tyś",616921,341281
Sutton,Texas,Republican,"0 - 1 tyś",616921,341281
Wibaux,Montana,Democrat,"0 - 1 tyś",616921,341281
Greene,Alabama,Republican,"0 - 1 tyś",616921,341281
San Augustine,Texas,Republican,"0 - 1 tyś",616921,341281
Hickman,Kentucky,Democrat,"0 - 1 tyś",616921,341281
Macon,Georgia,Republican,"0 - 1 tyś",616921,341281
Cleveland,Arkansas,Democrat,"0 - 1 tyś",616921,341281
La Salle,Texas,Democrat,"0 - 1 tyś",616921,341281
Motley,Texas,Republican,"0 - 1 tyś",616921,341281
Clark,Idaho,Republican,"0 - 1 tyś",616921,341281
Sharkey,Mississippi,Democrat,"0 - 1 tyś",616921,341281
Gregory,South Dakota,Republican,"0 - 1 tyś",616921,341281
Benton,Mississippi,Democrat,"0 - 1 tyś",616921,341281
Garfield,Montana,Democrat,"0 - 1 tyś",616921,341281
Clark,Missouri,Democrat,"0 - 1 tyś",616921,341281
Douglas,South Dakota,Democrat,"0 - 1 tyś",616921,341281
Clay,West Virginia,Republican,"0 - 1 tyś",616921,341281
Breathitt,Kentucky,Republican,"0 - 1 tyś",616921,341281
Richardson,Nebraska,Republican,"0 - 1 tyś",616921,341281
Taliaferro,Georgia,Democrat,"0 - 1 tyś",616921,341281
McPherson,South Dakota,Democrat,"0 - 1 tyś",616921,341281
Lee,Arkansas,Democrat,"0 - 1 tyś",616921,341281
Winkler,Texas,Democrat,"0 - 1 tyś",616921,341281
Pawnee,Nebraska,Republican,"0 - 1 tyś",616921,341281
Mono,California,Democrat,"0 - 1 tyś",616921,341281
Hamilton,Texas,Republican,"0 - 1 tyś",616921,341281
Perry,Mississippi,Democrat,"0 - 1 tyś",616921,341281
Kimball,Nebraska,Republican,"0 - 1 tyś",616921,341281
Alexander,Illinois,Republican,"0 - 1 tyś",616921,341281
Williamsburg,Virginia,Democrat,"0 - 1 tyś",616921,341281
Madison,Texas,Republican,"0 - 1 tyś",616921,341281
Moore,Tennessee,Republican,"0 - 1 tyś",616921,341281
Sully,South Dakota,Democrat,"0 - 1 tyś",616921,341281
Frio,Texas,Republican,"0 - 1 tyś",616921,341281
Refugio,Texas,Republican,"0 - 1 tyś",616921,341281
Prairie,Arkansas,Republican,"0 - 1 tyś",616921,341281
Pike,Arkansas,Democrat,"0 - 1 tyś",616921,341281
Fleming,Kentucky,Democrat,"0 - 1 tyś",616921,341281
Harlan,Nebraska,Democrat,"0 - 1 tyś",616921,341281
Hamilton,New York,Republican,"0 - 1 tyś",616921,341281
Bland,Virginia,Democrat,"0 - 1 tyś",616921,341281
King,Texas,Democrat,"0 - 1 tyś",616921,341281
Baker,Georgia,Republican,"0 - 1 tyś",616921,341281
Winn,Louisiana,Democrat,"0 - 1 tyś",616921,341281
Upton,Texas,Democrat,"0 - 1 tyś",616921,341281
Garfield,Washington,Republican,"0 - 1 tyś",616921,341281
San Juan,Utah,Republican,"0 - 1 tyś",616921,341281
Chariton,Missouri,Democrat,"0 - 1 tyś",616921,341281
Screven,Georgia,Democrat,"0 - 1 tyś",616921,341281
Crawford,Indiana,Republican,"0 - 1 tyś",616921,341281
Cherry,Nebraska,Democrat,"0 - 1 tyś",616921,341281
Cherry,Nebraska,Republican,"0 - 1 tyś",616921,341281
Tucker,West Virginia,Republican,"0 - 1 tyś",616921,341281
Ward,Texas,Republican,"0 - 1 tyś",616921,341281
Washington,Kentucky,Republican,"0 - 1 tyś",616921,341281
Wilcox,Alabama,Democrat,"0 - 1 tyś",616921,341281
Emporia,Virginia,Republican,"0 - 1 tyś",616921,341281
Franklin,Texas,Republican,"0 - 1 tyś",616921,341281
Jefferson,Mississippi,Democrat,"0 - 1 tyś",616921,341281
Cimarron,Oklahoma,Republican,"0 - 1 tyś",616921,341281
Quitman,Mississippi,Democrat,"0 - 1 tyś",616921,341281
Jack,Texas,Republican,"0 - 1 tyś",616921,341281
Hancock,Iowa,Democrat,"0 - 1 tyś",616921,341281
Tallahatchie,Mississippi,Republican,"0 - 1 tyś",616921,341281
Sanborn,South Dakota,Republican,"0 - 1 tyś",616921,341281
Carroll,Missouri,Republican,"0 - 1 tyś",616921,341281
Webster,Georgia,Democrat,"0 - 1 tyś",616921,341281
Menominee,Wisconsin,Democrat,"0 - 1 tyś",616921,341281
Nicholas,Kentucky,Democrat,"0 - 1 tyś",616921,341281
Lincoln,Idaho,Democrat,"0 - 1 tyś",616921,341281
Hansford,Texas,Democrat,"0 - 1 tyś",616921,341281
Magoffin,Kentucky,Democrat,"0 - 1 tyś",616921,341281
Guthrie,Iowa,Democrat,"0 - 1 tyś",616921,341281
Yalobusha,Mississippi,Republican,"0 - 1 tyś",616921,341281
Putnam,Illinois,Democrat,"0 - 1 tyś",616921,341281
Lewis,Idaho,Democrat,"0 - 1 tyś",616921,341281
Treasure,Montana,Republican,"0 - 1 tyś",616921,341281
Lincoln,Arkansas,Democrat,"0 - 1 tyś",616921,341281
Grundy,Missouri,Democrat,"0 - 1 tyś",616921,341281
Crane,Texas,Democrat,"0 - 1 tyś",616921,341281
DeBaca,New Mexico,Democrat,"0 - 1 tyś",616921,341281
Daviess,Missouri,Democrat,"0 - 1 tyś",616921,341281
Rappahannock,Virginia,Democrat,"0 - 1 tyś",616921,341281
Keweenaw,Michigan,Democrat,"0 - 1 tyś",616921,341281
St. Helena,Louisiana,Republican,"0 - 1 tyś",616921,341281
Castro,Texas,Republican,"0 - 1 tyś",616921,341281
Randolph,Georgia,Republican,"0 - 1 tyś",616921,341281
Roger Mills,Oklahoma,Republican,"0 - 1 tyś",616921,341281
Carlisle,Kentucky,Democrat,"0 - 1 tyś",616921,341281
Wolfe,Kentucky,Republican,"0 - 1 tyś",616921,341281
Mills,Texas,Republican,"0 - 1 tyś",616921,341281
Borden,Texas,Democrat,"0 - 1 tyś",616921,341281
Garza,Texas,Democrat,"0 - 1 tyś",616921,341281
Sheridan,Montana,Republican,"0 - 1 tyś",616921,341281
McLean,Kentucky,Democrat,"0 - 1 tyś",616921,341281
Saline,Nebraska,Democrat,"0 - 1 tyś",616921,341281
Madison,Texas,Democrat,"0 - 1 tyś",616921,341281
Ziebach,South Dakota,Republican,"0 - 1 tyś",616921,341281
Deaf Smith,Texas,Democrat,"0 - 1 tyś",616921,341281
West Carroll,Louisiana,Republican,"0 - 1 tyś",616921,341281
McCone,Montana,Republican,"0 - 1 tyś",616921,341281
McLean,Kentucky,Republican,"0 - 1 tyś",616921,341281
Metcalfe,Kentucky,Democrat,"0 - 1 tyś",616921,341281
Chase,Nebraska,Democrat,"0 - 1 tyś",616921,341281
Cochran,Texas,Republican,"0 - 1 tyś",616921,341281
Blaine,Nebraska,Democrat,"0 - 1 tyś",616921,341281
Wasatch,Utah,Republican,"0 - 1 tyś",616921,341281
Keokuk,Iowa,Republican,"0 - 1 tyś",616921,341281
Louisa,Iowa,Republican,"0 - 1 tyś",616921,341281
Taylor,Georgia,Democrat,"0 - 1 tyś",616921,341281
Sumter,Alabama,Republican,"0 - 1 tyś",616921,341281
Major,Oklahoma,Republican,"0 - 1 tyś",616921,341281
Garden,Nebraska,Republican,"0 - 1 tyś",616921,341281
Brown,Illinois,Republican,"0 - 1 tyś",616921,341281
Morgan,Utah,Republican,"0 - 1 tyś",616921,341281
Edwards,Illinois,Republican,"0 - 1 tyś",616921,341281
Furnas,Nebraska,Democrat,"0 - 1 tyś",616921,341281
Putnam,Missouri,Democrat,"0 - 1 tyś",616921,341281
Bon Homme,South Dakota,Republican,"0 - 1 tyś",616921,341281
McMullen,Texas,Republican,"0 - 1 tyś",616921,341281
Harney,Oregon,Republican,"0 - 1 tyś",616921,341281
Martin,Texas,Democrat,"0 - 1 tyś",616921,341281
Morrill,Nebraska,Republican,"0 - 1 tyś",616921,341281
Hamlin,South Dakota,Republican,"0 - 1 tyś",616921,341281
Elliott,Kentucky,Democrat,"0 - 1 tyś",616921,341281
Cedar,Nebraska,Democrat,"0 - 1 tyś",616921,341281
Seminole,Georgia,Republican,"0 - 1 tyś",616921,341281
Lee,Kentucky,Republican,"0 - 1 tyś",616921,341281
Wabash,Illinois,Republican,"0 - 1 tyś",616921,341281
Wallowa,Oregon,Democrat,"0 - 1 tyś",616921,341281
Hale,Alabama,Democrat,"0 - 1 tyś",616921,341281
Zavala,Texas,Democrat,"0 - 1 tyś",616921,341281
Lee,Kentucky,Democrat,"0 - 1 tyś",616921,341281
Banner,Nebraska,Republican,"0 - 1 tyś",616921,341281
Kearney,Nebraska,Democrat,"0 - 1 tyś",616921,341281
Miller,Georgia,Republican,"0 - 1 tyś",616921,341281
Garfield,Utah,Republican,"0 - 1 tyś",616921,341281
Nuckolls,Nebraska,Democrat,"0 - 1 tyś",616921,341281
Rich,Utah,Democrat,"0 - 1 tyś",616921,341281
Grant,West Virginia,Republican,"0 - 1 tyś",616921,341281
Hancock,Tennessee,Republican,"0 - 1 tyś",616921,341281
Potter,South Dakota,Republican,"0 - 1 tyś",616921,341281
Valley,Montana,Democrat,"0 - 1 tyś",616921,341281
Custer,Nebraska,Republican,"0 - 1 tyś",616921,341281
Issaquena,Mississippi,Democrat,"0 - 1 tyś",616921,341281
San Juan,Colorado,Democrat,"0 - 1 tyś",616921,341281
Roberts,Texas,Democrat,"0 - 1 tyś",616921,341281
Garden,Nebraska,Democrat,"0 - 1 tyś",616921,341281
Mason,Texas,Democrat,"0 - 1 tyś",616921,341281
Terry,Texas,Democrat,"0 - 1 tyś",616921,341281
Searcy,Arkansas,Democrat,"0 - 1 tyś",616921,341281
Brown,Nebraska,Republican,"0 - 1 tyś",616921,341281
Noble,Oklahoma,Democrat,"0 - 1 tyś",616921,341281
Clark,South Dakota,Democrat,"0 - 1 tyś",616921,341281
Lyon,Iowa,Republican,"0 - 1 tyś",616921,341281
Coleman,Texas,Republican,"0 - 1 tyś",616921,341281
Pocahontas,West Virginia,Republican,"0 - 1 tyś",616921,341281
Searcy,Arkansas,Republican,"0 - 1 tyś",616921,341281
Rio Blanco,Colorado,Democrat,"0 - 1 tyś",616921,341281
Ellis,Oklahoma,Democrat,"0 - 1 tyś",616921,341281
Gentry,Missouri,Democrat,"0 - 1 tyś",616921,341281
Roberts,South Dakota,Republican,"0 - 1 tyś",616921,341281
Mercer,Missouri,Republican,"0 - 1 tyś",616921,341281
Catron,New Mexico,Republican,"0 - 1 tyś",616921,341281
Clear Creek,Colorado,Democrat,"0 - 1 tyś",616921,341281
Greenlee,Arizona,Republican,"0 - 1 tyś",616921,341281
Galax,Virginia,Democrat,"0 - 1 tyś",616921,341281
Sully,South Dakota,Republican,"0 - 1 tyś",616921,341281
Hinsdale,Colorado,Democrat,"0 - 1 tyś",616921,341281
Irion,Texas,Republican,"0 - 1 tyś",616921,341281
Eureka,Nevada,Republican,"0 - 1 tyś",616921,341281
Knott,Kentucky,Republican,"0 - 1 tyś",616921,341281
Brule,South Dakota,Democrat,"0 - 1 tyś",616921,341281
Lake,Tennessee,Republican,"0 - 1 tyś",616921,341281
Greer,Oklahoma,Republican,"0 - 1 tyś",616921,341281
Glascock,Georgia,Democrat,"0 - 1 tyś",616921,341281
Pecos,Texas,Democrat,"0 - 1 tyś",616921,341281
Monona,Iowa,Republican,"0 - 1 tyś",616921,341281
Clay,Tennessee,Democrat,"0 - 1 tyś",616921,341281
Blaine,Montana,Democrat,"0 - 1 tyś",616921,341281
Sac,Iowa,Democrat,"0 - 1 tyś",616921,341281
Franklin City,Virginia,Republican,"0 - 1 tyś",616921,341281
Frontier,Nebraska,Republican,"0 - 1 tyś",616921,341281
Burt,Nebraska,Republican,"0 - 1 tyś",616921,341281
Ward,Texas,Democrat,"0 - 1 tyś",616921,341281
Stonewall,Texas,Republican,"0 - 1 tyś",616921,341281
Moore,Texas,Republican,"0 - 1 tyś",616921,341281
Presidio,Texas,Democrat,"0 - 1 tyś",616921,341281
Sullivan,Pennsylvania,Republican,"0 - 1 tyś",616921,341281
Choctaw,Mississippi,Democrat,"0 - 1 tyś",616921,341281
Mitchell,Texas,Democrat,"0 - 1 tyś",616921,341281
Sheridan,Montana,Democrat,"0 - 1 tyś",616921,341281
DeBaca,New Mexico,Republican,"0 - 1 tyś",616921,341281
Robertson,Kentucky,Republican,"0 - 1 tyś",616921,341281
Beaver,Oklahoma,Democrat,"0 - 1 tyś",616921,341281
Buena Vista,Virginia,Democrat,"0 - 1 tyś",616921,341281
Perkins,South Dakota,Republican,"0 - 1 tyś",616921,341281
Tillman,Oklahoma,Democrat,"0 - 1 tyś",616921,341281
Throckmorton,Texas,Republican,"0 - 1 tyś",616921,341281
Lanier,Georgia,Democrat,"0 - 1 tyś",616921,341281
Jerauld,South Dakota,Republican,"0 - 1 tyś",616921,341281
Loup,Nebraska,Republican,"0 - 1 tyś",616921,341281
Fremont,Idaho,Republican,"0 - 1 tyś",616921,341281
Vinton,Ohio,Republican,"0 - 1 tyś",616921,341281
Lake,Colorado,Democrat,"0 - 1 tyś",616921,341281
Archer,Texas,Republican,"0 - 1 tyś",616921,341281
Culberson,Texas,Democrat,"0 - 1 tyś",616921,341281
Sac,Iowa,Republican,"0 - 1 tyś",616921,341281
Richland,Montana,Republican,"0 - 1 tyś",616921,341281
Monroe,Missouri,Democrat,"0 - 1 tyś",616921,341281
Martin,Kentucky,Republican,"0 - 1 tyś",616921,341281
Boone,Nebraska,Republican,"0 - 1 tyś",616921,341281
Carroll,Mississippi,Republican,"0 - 1 tyś",616921,341281
Perry,Alabama,Republican,"0 - 1 tyś",616921,341281
Winnebago,Iowa,Republican,"0 - 1 tyś",616921,341281
Chouteau,Montana,Democrat,"0 - 1 tyś",616921,341281
Wallowa,Oregon,Republican,"0 - 1 tyś",616921,341281
Dawes,Nebraska,Democrat,"0 - 1 tyś",616921,341281
Granite,Montana,Democrat,"0 - 1 tyś",616921,341281
Fremont,Iowa,Democrat,"0 - 1 tyś",616921,341281
Highland,Virginia,Democrat,"0 - 1 tyś",616921,341281
Washington,Colorado,Democrat,"0 - 1 tyś",616921,341281
Livingston,Kentucky,Republican,"0 - 1 tyś",616921,341281
Quay,New Mexico,Republican,"0 - 1 tyś",616921,341281
Garfield,Nebraska,Democrat,"0 - 1 tyś",616921,341281
Cleburne,Alabama,Democrat,"0 - 1 tyś",616921,341281
Menominee,Wisconsin,Republican,"0 - 1 tyś",616921,341281
Bent,Colorado,Democrat,"0 - 1 tyś",616921,341281
Valley,Nebraska,Republican,"0 - 1 tyś",616921,341281
Lewis,Kentucky,Republican,"0 - 1 tyś",616921,341281
Blaine,Nebraska,Republican,"0 - 1 tyś",616921,341281
Alexander,Illinois,Democrat,"0 - 1 tyś",616921,341281
Meagher,Montana,Democrat,"0 - 1 tyś",616921,341281
Pendleton,West Virginia,Democrat,"0 - 1 tyś",616921,341281
Doddridge,West Virginia,Democrat,"0 - 1 tyś",616921,341281
Drew,Arkansas,Republican,"0 - 1 tyś",616921,341281
Hansford,Texas,Republican,"0 - 1 tyś",616921,341281
Monroe,Kentucky,Democrat,"0 - 1 tyś",616921,341281
Wilbarger,Texas,Democrat,"0 - 1 tyś",616921,341281
Corson,South Dakota,Democrat,"0 - 1 tyś",616921,341281
Caldwell,Missouri,Democrat,"0 - 1 tyś",616921,341281
Drew,Arkansas,Democrat,"0 - 1 tyś",616921,341281
Phillips,Colorado,Democrat,"0 - 1 tyś",616921,341281
Ringgold,Iowa,Republican,"0 - 1 tyś",616921,341281
Ziebach,South Dakota,Democrat,"0 - 1 tyś",616921,341281
Martin,Indiana,Republican,"0 - 1 tyś",616921,341281
Bradley,Arkansas,Republican,"0 - 1 tyś",616921,341281
Atchison,Missouri,Republican,"0 - 1 tyś",616921,341281
Crosby,Texas,Democrat,"0 - 1 tyś",616921,341281
Harper,Oklahoma,Democrat,"0 - 1 tyś",616921,341281
Edwards,Illinois,Democrat,"0 - 1 tyś",616921,341281
Sherman,Nebraska,Democrat,"0 - 1 tyś",616921,341281
Petroleum,Montana,Democrat,"0 - 1 tyś",616921,341281
Glacier,Montana,Democrat,"0 - 1 tyś",616921,341281
Turner,South Dakota,Republican,"0 - 1 tyś",616921,341281
Adams,Iowa,Democrat,"0 - 1 tyś",616921,341281
Lyman,South Dakota,Republican,"0 - 1 tyś",616921,341281
Stewart,Georgia,Republican,"0 - 1 tyś",616921,341281
Oldham,Texas,Democrat,"0 - 1 tyś",616921,341281
Teton,Montana,Democrat,"0 - 1 tyś",616921,341281
Reynolds,Missouri,Republican,"0 - 1 tyś",616921,341281
Lake,Oregon,Republican,"0 - 1 tyś",616921,341281
Coke,Texas,Republican,"0 - 1 tyś",616921,341281
Gilmer,West Virginia,Republican,"0 - 1 tyś",616921,341281
Roosevelt,Montana,Democrat,"0 - 1 tyś",616921,341281
Union,Tennessee,Democrat,"0 - 1 tyś",616921,341281
Shelby,Missouri,Democrat,"0 - 1 tyś",616921,341281
Grundy,Iowa,Republican,"0 - 1 tyś",616921,341281
Cameron,Pennsylvania,Republican,"0 - 1 tyś",616921,341281
Day,South Dakota,Republican,"0 - 1 tyś",616921,341281
Concho,Texas,Republican,"0 - 1 tyś",616921,341281
Storey,Nevada,Republican,"0 - 1 tyś",616921,341281
